tweet
🤣🤣🤣🤣🤣🤣!! Bro that was classic content there!! #DonCorleone https://t.co/v0yE8PQRH6
SHEESH is right!!!!!! 👀🔥🔥🔥🔥🔥🔥 https://t.co/dAmhGG45JQ
Ouch!! @sabrina_i20 Get healthy as soon as possible! 🙏🏾. Health is wealth
Powerful!!! Hope everyone reads this today. Rest In Peace John Lewis. We all must work to honor your legacy. 🙏🏾✊🏾👑 https://t.co/ImlBlrtRp8
I CANNOT WAIT!!! @GMC 👀💪🏾👑 https://t.co/Uzh8gIQRhx
"If you guys want to learn more about what we’re doing in Florida and how you can help, go check this out tonight. https://t.co/NHm7QVXCta"
1st of many to come!!! Love our families who enter our doors!!! @IPROMISESchool Village 🏢 https://t.co/7OJoC0omXt
Shoutout to my brother @ThisIsUD for leadership on this issue for all of us.  🙏🏾✊🏾❤️👑
This is a fight about their constitutional right to vote being denied. Learn more about how you can help at https://t.co/ASKCSX9b9l. @morethanavote     https://t.co/LtGBRwo8LQ
"A must watch to understand what this man was fighting for 60 years!!! 🙏🏾👑 The right to vote should not come with a price tag! @morethanavote #CivilRightsICON ✊🏾
 
https://t.co/xpnQkgogue"
@KDTrey5 🤣🤣🤣🤣🤣🤣🤣🤣 Yo I was going to check on you but figured you didn’t wanna be bothered at the moment. 🥴 @KDTrey5
Now time to begin prepping for my night out of the town aka the Stage! 😁👑
Just waking back up from my pregame nap to see about The Washington Football team??? 🤣🤣🤣🤣🤣🤣. Is that real?? No way! Oh man they had a thorough intense long board meeting about that one huh. 🥴🤦🏾‍♂️
👑x 〰️ Mood. 😤 https://t.co/npcyCEDRJy
Congrats @MalakiBranham!!! OH-IO 🌰 https://t.co/Rx6hL9SuvO
👀🙏🏾✊🏾 https://t.co/iLMvBUM0IX
Go get em Queen! We need your voice and your leadership more than ever.  Good luck tonight and every night! 🙏🏾❤️✊🏾 https://t.co/bJB1Qlxmy4
🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣 Salute homie! @tobias31 ✊🏾 #JusticeForBreonnaTaylor https://t.co/D2SqQKxF15
"@pr_RWTW I mean at this point, What More Do You Want From Me?!?! 🗣🗣 “Tyrese voice”"
Bro I swear I heard that for 15 years! 🤷🏾‍♂️👑 https://t.co/vj8WWTVgDB
Rest. In. Paradise John Lewis. #CivilRightsICON✊🏾 THANK YOU!! 🙏🏾
So so so so SORRY Breonna! #JusticeforBreonnaTalyor🙏🏾❤️ https://t.co/6IaaqIKD0u
This nap about to be so AMAZING/SPECIAL! I can feel it brewing. Ha! 😁 💤 🛏👑
@BrysonAdair @GregOnDemand216 7 Days A Week
@CuffsTheLegend 🤣🤣🤣🤣🤣🤣🤣🤣🤣! Facts. They’ll make zero adjustments and he’ll kill everyone of his kids confident throughout the whole game to a point they’ll be ready to beat him up. But he may be strap so be aware of that. 🤦🏾‍♂️
#FreeWOJ!!  🤜🏻🤛🏾
I know who I am. This is what I am. 👑 #GreatnessCode drops today on @AppleTV 💪🏾😤🚀 https://t.co/86hoFdQmoD
@LASparks @KristineAnigwe 🤣🤣🤣🤣🤣🤣. She DOES!!! 😁
Just left the crib to head to the bubble. Shit felt like I’m headed to do a bid man! Fr. Hated to leave the #JamesGang👑.
@J1Flight 🤣🤣🤣🤣🤣🤣🤣🤣!!! “Take yo ass to sleep”
Straight Like That! #TheHeatles 🔥🔥🔥🔥🔥👑 https://t.co/nRKNAyX8yH
"So so damn sad man!!! They are just innocent, beautiful, strong kids! 😢😢😢😢😢. What’s wrong with people?!?!?!? My thoughts and prayers goes out to each one of their families and May they REST IN PARADISE! 🙏🏾❤️👑 #Kings #Queens https://t.co/kLaAgxhiY8"
Welcome to the BEATS family @BubbaWallace!! 🙏🏾✊🏾👑 https://t.co/UMIZooEqh8
Right HERE too with you!! As well as the next generation who follows in my foot steps! Kings and Queens https://t.co/6rO5cex3ed
"“This 4th of July is Yours, Not Mine” Frederick Douglass  https://t.co/dDpW27IrFh #StayWoke✊🏾 #Powerful"
🙏🏾👑 https://t.co/0KeT0V66RE
So nice man!! My goodness!! 💐’s to you my guy!!! @rod_strickland 🙏🏾❤️👑 https://t.co/qKEOy1jGKh
❤️❤️❤️❤️❤️❤️ https://t.co/dWuRXCfHB3
NEVER!! 💪🏾✊🏾👑 https://t.co/3RIdeRtelu
Yes we are!! 👑💪🏾 @laddersport #StriveForGreatness🚀 https://t.co/97B8E965T1
"Thank you to my guys Coach @LloydPierceLP, Coach Fiz, and @jocelynbenson for 
your help!  Our community is the most vulnerable to covid.  @Morethanavote #BlackLivesMatter https://t.co/S0VFbNCqJm"
@DwyaneWade My GOODNESS!!! Hahahaha. That Horns🤘🏾🤞🏾Twist was unguardable by the way
My G’s right there!!!! Happy Born-Day @DaRealShow aka “The Showmenator! 😁 https://t.co/gLQ88KC0XG
The homie @BaronDavis was NASTY!!! 🤢😤. Sheesh/My goodness!! https://t.co/DBrUJvVPna
👑 Got one coming for all of you real soon!! @TheSpringHillCo 🙏🏾💪🏾🚀 #GreatnessCode July 10 on @AppleTV +  https://t.co/sWLGd3UHwC
@RomeTrav Only the strong survive my brother! 🙏🏾💪🏾👑
🙏🏾✊🏾💪🏾👑 @Sprite #BlackLivesMatter #spritepartner https://t.co/loPh77qSoC
Thank you! Honored! 🙏🏾✊🏾💪🏾♥️👑 https://t.co/96b4spS9GK
"No way @Money23Green gonna shut up and dribble 🤣. Great to see my @morethanavote Brother leading on this one. 🙏🏾✊🏾💪🏾👑
https://t.co/cS42w2q5Zb"
We’d like to Welcome you all! Take on this ride with US! 🎢🚀🏆👑 https://t.co/BZx12AqxpT
FACTS!!!!! No question about it. 🤦🏾‍♂️ https://t.co/gTlC5J14gC
PREMIER LEAGUE CHAMPIONS!!!!!!!!!!!!!!! LET’S GO 🗣🗣🗣🗣🗣 @LFC #YNWA♥️ 🙏🏾💪🏾🏆👑
Our leadership team is a reflection of our entire organization. I want to thank everyone at The Springhill Company for believing in our vision! We closed this deal in March and I knew our work was going to keep getting more and more necessary. Let’s continue greatness. 🚀👑 https://t.co/O3jQR47bjf
"Incredibly proud of today’s announcement! We started building this company almost 5 years ago and while I love every project and story we tell…I am most proud of our team. 100+ employees, 64% people of color and 40% female in an industry that avg 25%. https://t.co/UqPTJ341Xz"
"🦶🏾on the ⛽️!!!!!! Let’s go @Chiney321!! And to all my other Beautiful, Powerful Black Queens continue to push the envelope, break thru barriers and defy expectations as Chiney says! https://t.co/UctUmUNCYQ"
"The easiest way to keep us from changing anything is to keep us from voting. As athletes, we stand on the shoulders of giants. We must continue their fight on behalf our community. @morethanavote #BlackLivesMatter https://t.co/VXqJBgtO2n"
To my brothers and sisters in sports and arts. We have incredible influence in our community. We need to use this moment to demand change. I gotta be honest…I struggle with what to demand because so damn much needs to change. But I’m starting with our right to vote.
🤜🏽🤛🏾 LETS GET IT BROTHER!!!! @morethanavote https://t.co/bm9ma57E5q
And...everyone welcome this game changer (on and off the field) @PatrickMahomes to the family. Means a lot my Brother to have your voice in this with us. 🙏🏾 #MoreThanAVote #BlackLivesMatter
We live!!! https://t.co/myvC7O9Omi Thank you to every incredible athlete and artist working to help us pull this together. Change doesn’t happen sitting on the sideline. Use our site to register and join our fight against voter suppression. ✊🏾👑 #MoreThanAVote #BlackLivesMatter https://t.co/qcowjYBefW
Sickening! @BubbaWallace my brother! Know you don’t stand alone! I’m right here with you as well as every other athlete. I just want to continue to say how proud I am of you for continuing to take a stand for change here in America and sports! @NASCAR I salute you as well! 🙏🏾✊🏾👑 https://t.co/1TwkjVHai5
FACTS!!! Mr. Chambers ain’t with the bull jive!! Thank you Mr. Chambers!! https://t.co/NGmejhJ27S
Said it last week about GA.  This is SYSTEMIC RACISM and OPPRESSION.  So angry man. 😤😤😤 #BlackLivesMatter ✊🏾 #MoreThanaVote 🖐🏾 https://t.co/o9440Ugyzv
Ha! I’m going to say I think you are!! Beautiful follow-thru on that shot buddy! 💪🏾🙏🏾👑 https://t.co/fMUocbVMRL
🗣🗣🗣🗣🗣🗣🗣 https://t.co/YnPs1MPKQy
Now we need a conviction and sentencing to the FULL AMOUNT!!! #JusticeForNakiaCrawford
Music 🎶 to Our ears for US who love and bleed the city of AKRON! #JusticeForNakiaCrawford https://t.co/0iUlfoHe3j
@Hawk @jeffokudah @allysonfelix @realtuffjuice @MariaTaylor @Arike_O @_ajawilson22 Jason Heyward @SloaneStephens @JozyAltidore #MoreThanAVote
"Really proud to welcome all these leaders to the cause. 💪🏾 Thank you for giving this your passion, leadership, and massive show of support. We’re just getting started!! 🚀 As mama always told me, “Don’t talk about it, be about it.” ✊🏾👑 #BlackLivesMatter #MoreThanAVote https://t.co/C6Rp1ygIFq"
"Nah we ain’t letting it slow down!! No Sir, Not Me 🗣🗣🗣🗣🗣. Somebody know something for sure. #JUSTICE4Nakia 👸🏽 https://t.co/ZrscZ2Sk47"
Breaks my Heart!! 😢😢😢😢💔 https://t.co/wKLDonZ9sC
🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐 https://t.co/0VytjwQDPw
VERY STRONG!! Salute ✊🏾. #BLM👑 https://t.co/W1rcowkGl6
@RexChapman BEYOND EMBARRASSING!!!!!! Dont make no damn sense! 🤦🏾‍♂️😢😢
"Until You Understand The History of what’s been going on to US in America, then you’ll never understand why We are in Pain til this day! https://t.co/9TuC8yOFV2"
And I wanna say THANK YOU @Chiney321!! Love you 🙏🏾✊🏾❤️👑 #MoreThanAVote #BlackQueensandKings https://t.co/k0su66Kdlx
"🙏🏾 @KendrickPerkins, @DaTrillStak5, @BunBTrillOG.  We just getting started.  #MoreThanaVote ✊🏾💪🏾👑 https://t.co/r8a9DnepGw"
BIG S/O @BubbaWallace!! 🤜🏻🤛🏾👑 https://t.co/0zIlidbQOi
Everyone talking about “how do we fix this?”  They say “go out and vote?”  What about asking if how we vote is also structurally racist? https://t.co/GFtq12eKKt
Can’t Wait!! Less than an hour away. 🙏🏾💪🏾✊🏾👑 https://t.co/Se7tX4Omrl
🗣🗣🗣🗣🗣🗣🗣🗣🗣. Kimberly I’m here for you!!!! And more importantly I hear you and will make change for US!! I will not stop until I see it. 🙏🏾💪🏾✊🏾❤️👑 #BlackLivesMatter🖤https://t.co/2unEziTQ7c
You thought I would 🤐! Yeah ooook. 🙏🏾💪🏾✊🏾👑 #blacklifematters🖤 @uninterrupted https://t.co/aUxlvDJDp8
BEAUTIFUL!!!!!!!!!! TOGETHER we shall prevail!! 🙏🏾💪🏾✊🏾❤️👑 https://t.co/bukvn3X43k
And I heard they put out a statement that he supposedly tripped and fell down. Man What!!!!! Don’t make no damn sense people. Don’t matter what color your skin is if you’re not angry seeing this you’re part of the problem too! https://t.co/SLVXQ3xaNW
Facts on facts on facts @MariaTaylor!!! 🗣🗣🗣🗣🗣. 💯 https://t.co/OcmLtn1YXC
CHANGE!!! #ShutUpAndDribbleThisPowerfulBlackManComingFullSteam💨💨💨💨💨
If you still haven’t figured out why the protesting is going on. Why we’re acting as we are is because we are simply F-N tired of this treatment right here! Can we break it down for you any simpler than this right here???? 🤦🏾‍♂️. And to my people don’t worry I won’t stop until I see https://t.co/e4pJ0PvwJj
men who fought as well for this country. I asked him question about it and thank him all the time for his commitement. He never found Kap peaceful protest offensive because he and I both know what’s right is right and what’s wrong is wrong! God bless you. 🙏🏾✊🏾👑
WOW MAN!! 🤦🏾‍♂️. Is it still surprising at this point. Sure isn’t! You literally still don’t understand why Kap was kneeling on one knee?? Has absolute nothing to do with the disrespect of 🇺🇸 and our soldiers(men and women) who keep our land free. My father-in-law was one of those https://t.co/pvUWPmh4s8
A 🌹 has bloomed from the cracked concrete state of nation we’re living in right now! Beautiful thing to see! Congrats Ella Jones!! 🙏🏾💪🏾✊🏾👑. We must continue to keep going now up https://t.co/WCRIXo59S5
@Jim_ICE @nicolebaio @graydientLA They’ll Do ANYTHING for Clout!! Cardi and Offset tried to tell y’all. 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️😤😤😤😤😤
😤😤😤😤😤😤🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️ https://t.co/OD5hBqHPqS
#YNWA✊🏾❤️🥺 https://t.co/q17lU01RPu
ABSOLUTELY EMPOWER @limacake!! Thank you 🙏🏾❤️✊🏾👑 https://t.co/sUmVqLDanE
🙏🏾 https://t.co/T4MKnXkied
@ThisIsUD My Brother 4Life Salute!! 🙏🏾💪🏾✊🏾👑 https://t.co/12lUbjwuAN
❤️❤️❤️❤️❤️❤️❤️👑 https://t.co/3YXcNs4l5L
"Media showing this???? I bet you they’re not. 🤦🏾‍♂️! You know why, cause this is unity, peaceful, beautiful and love! https://t.co/QkgH2SFmON"
Is the media showing this??? I bet you they aren’t. 🤦🏾‍♂️. This is beautiful https://t.co/rKPuTIz7bC
“They Fear what they don’t understand/Hate what they can’t conquer/Guess that’s just the theory of man/became a MONSTER”- Words from one of the greatest writers/authors @Nas 🙏🏾✊🏾💪🏾👑
Why Doesn’t America Love US!!!!!????TOO. 😭😭🤦🏾‍♂️🤦🏾‍♂️ #HeadHighandStayStrong🙏🏾💪🏾 #WeAllWeGot✊🏾👑
The ending has me in tears!!! Literally 😭😭😭😭😭😭. This isn’t ok the way we’re treated man! I’m so hurtful for my people right this moment https://t.co/fF0HS6qmed
MANDATORY LISTEN!!!! @KillerMike always on point! So passionate and smart(knowledgeable) as hell!! Man I love you G! Salute ✊🏾✊🏾✊🏾 https://t.co/Mi8WQ74LWD
Facts!!!! 🗣🗣✊🏾 https://t.co/alFjspsi1h
🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣 https://t.co/ifcJ93TTKZ
Nothing can stop US 💪🏾🚀👑 https://t.co/ZSO5mftKW5
💜💛👑 #ThekidfromAKRON🤴🏾 https://t.co/6a6d6pluB7
@djmeel Proud of you my guy! Even though your son still gone be in them pockets! Hahaha! He’s a great kid anyways so 🤷🏾‍♂️
@djmeel https://t.co/KBmFN1nq7T
"🤔 Some chicken, onions, mushrooms, peppers, and a mix of cheeses 😁🔥 @BlazePizza https://t.co/wXDtE0V7Ne"
Sure Is! 💫 🙏🏾👑 https://t.co/9jD0cvwqJV
"I also would die to compete vs every single one of them too! Don’t ever get it twisted! 👑. Nevertheless MJ Thank You for being my angel, inspiration, superhero!! 💐 💐"
No I didn’t say I envisioned MJ as a teammate not an adversary. A question was asked “Do I think I could have been a teammate of his and compliment his game”. I love the greats and would have loved to play with them all during their runs because I a historian of the game but https://t.co/PxCv4EBydM
🙏🏾💪🏾👑 https://t.co/cBQ7m2Z0a7
Appreciate you my brother!!! 🙏🏾❤️👑 https://t.co/xrQSAO2Vc1
🙏🏾❤️ https://t.co/QP9AwUYbg3
🙏🏾👑 https://t.co/NmfKpsiQYy
🙏🏾 https://t.co/CWmkRM80zr
This means so much!! Thank you!! 🙏🏾❤️👑 https://t.co/bwFklGIdPx
CLASS OF 2020 I TRULY ❤️ YOU GUYS!! Thank you for letting me be apart of your GRADUATION!! 🙏🏾👑
After-party for class of 2020 now on IG @uninterrupted hosted by @djkhaled! Let’s go!! Congratulations 🎊🎉🎈
He always uplifts us and gives us hope. We need that right now. Enjoy the show.  #Graduatetogether @GradTogether
I’m really proud of the show tonight and the team @SpringHillEnt &amp; @LJFamFoundation are able to create something for families to celebrate all their graduates. But I’m especially proud of helping create a platform for President Barack Obama to address the nation on primetime TV.
👏🏾 So proud of you Donna and ALL the parents across the country who have strived for more for their families. Today is for you too! Congratulations to the entire Class of 2020!! 🙏🏾 #WeAreFamily ❤️ https://t.co/PITvPjPAfg
I hope all of you were able to cop! 🙏🏾💜💛👑 https://t.co/VJmTkgppJR
Tonight is going to be extremely special! Big S/O to all of class of 2020! Love you guys 🙏🏾💪🏾❤️👑 https://t.co/dwUI5YrlMS
@uninterrupted senior night tomorrow at 6pm on IG LIVE! 🔥 https://t.co/5KVFbFM1oD
So good!! Great candid conversations!! S/O @Iam1Cent &amp; @sburrell24 🙏🏾 https://t.co/RBbt8HRjGq
@STAPLESCenter Oh don’t worry!! I FREAKING LOVE and MISS Staples Center so much!!! 🙏🏾❤️💪🏾👑
"Damn the series lost(rusty), MJ so cold that he went from 45 to 23 from game 1 to game 2 in the playoffs! Haha. That’s legendary! #LivingLegend"
Man Ain’t nothing like Madison Square Garden! 🏟
@djmeel Not anymore! I used to back in my early career up until 2010-11 then it just became down and back sets
Definitely cried this day. 9 years of age. Just Couldn’t believe it
It’s Time!
"Yes he was! Straight Bucket Getter. Also could pass the hell out of it too. I mean he could play off the ball(c&amp;s) and on the ball(pull ups), get to the basket and make free-throws. I’d say 24-27PPG/8assist. https://t.co/bt97HUAvY9"
Senior Class of 2020 I just want y’all to know that the graduation show we’re putting together for you  @SpringHillEnt @GradTogether is going to be INCREDIBLE and one for the ages!! Love each and every one of you!! The FUTURE you are. 🙏🏾❤️👑
Straight Up My G!!!!!!! ✊🏾 https://t.co/gnK43tAw4b
ASAP! 🤣🤣🤷🏾‍♂️ https://t.co/ds0CIEyOgY
heavens above to your family!!🙏🏾✊🏾❤️ #StayWoke #ProfiledCauseWeAreSimplyBlack 😢😢
We’re literally hunted EVERYDAY/EVERYTIME we step foot outside the comfort of our homes! Can’t even go for a damn jog man! Like WTF man are you kidding me?!?!?!?!?!? No man fr ARE YOU KIDDING ME!!!!! I’m sorry Ahmaud(Rest In Paradise) and my prayers and blessings sent to the..... https://t.co/r1PNxs8Vgn
"Class of 2020, I told you guys we are working on something special and we have an incredible update…THE GOAT @BarackObama!!! You all worked so hard the past four years and deserve the best commencement we can bring to you and your family. 🙏🏾 May 16🔥🔥🔥 @GradTogether https://t.co/kQeX6sK9Ml"
@JaredDudley619 I got you bro!! Y’all go follow my guy on IG. (Jareddudley10). 🙏🏾
@djstephfloss 🤣🤣🤣🤣 No sir! 🤦🏾‍♂️🤣🤣🤣🤣. Out here looking like a 🐺
@djmeel 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
Once again thank you guys so much for this! This awards is headed to Akron inside the @IPROMISESchool. Dedicated to all my kids and kids all over the world needing any inspiration at this moment and in the future. 🙏🏾💪🏾❤️👑 https://t.co/qpePyAJ9PA
Cmon Hawk!!! 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 @Hawk. On the medal part of the seatbelt though?!?!?! https://t.co/TTrIwCpf6a
🙏🏾😉💜💛👑 https://t.co/9VOutugRy3
@CuffsTheLegend The Reign Man!!!!! Flourish my brother 🙏🏾✊🏾👑
Happy Gday to the Legend/homie @CuffsTheLegend!!!! Big 4-0. Sheesh! See you there in a few years. Hold it down until then! 🙏🏾🤟🏾✊🏾👑
"@CuffsTheLegend FACTS!!!!!!!!!!! 1,000%"
@BJwhite @mavcarter 🤣🤣🤣🤣🤣🤣🤣
@BrysonAdair @AmpAnderson_ Damn me too! Especially when the “Why he don’t want me” clip flashed
@SpringHillEnt @spacejammovie ✋🏾 have! 😁👑
2021! 🐰🥕🎥🍿👑 https://t.co/4pljFlGtvr
Saw some reports about execs and agents wanting to cancel season??? That’s absolutely not true. Nobody I know saying anything like that. As soon as it’s safe we would like to finish our season. I’m ready and our team is ready.  Nobody should be canceling anything. 👑
Working on something special for you high school class of 2020! 🙏🏾 See you May 16th!! @LJFamFoundation @GradTogether @XQAmerica @EIFoundation #GraduateTogether 🎓 #MoreThanAnAthlete 👑 https://t.co/oKvC2VrqzN
"This is just the start! 🚀 #MoreThanAnAthlete
https://t.co/wekMjX1GJk"
*WEST SIDE OF CHI-TOWN.
@S10Bird Cheers 🍷🍷 right back to you @S10Bird! Love 🙏🏾👑
Absolutely MONSTER!!!! Had that ball on a string. Layup package next level. Pull up game phenomenal! Nothing he couldn’t do. And to add on he was an DOG! East Side of Chi-Town breed https://t.co/Cn0Lf3DmSV
Watching Episode 4. Watching/Seeing MJ hold that first 🏆 damn near had me tearing up 🥺! That feeling and level of emotions is unexplainable when you been through the 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
I see you Killa 👀 @MikeMiller_13! 👌🏾. P.S. don’t try that pass at home! Ha! Don’t want your parents putting u on punishment during this quarantine. That wouldn’t be cool. https://t.co/gsygf1XJTs
❤️❤️❤️❤️❤️ https://t.co/S6lsCLv4fu
YesSir!!!!!! 🚀 🚀 🚀!!! Fly high #YoungKings at the next level. 🙏🏾💪🏾👑 https://t.co/xTkm5jIV82
@KendrickPerkins 🤣🤣🤣🤣!! Nah it’s ain’t like that Big Perk. I was just on some vintage T.I while I was working out and it had me going. But FR what’s known don’t even need to be said 😉🤫👑. You keep up the great work you’re doing man! People noticing your gospel on sports. 🙏🏾
I’m saying CONGRATULATIONS right now lil bro!! Whoever draft you is getting a straight up DOG but more importantly a great young man! 🙏🏾 #YoungKing🤴🏾 https://t.co/cLmlL5ITX2
🥺🥺🥺😢😢😢 https://t.co/tdS0HGnLAU
@Jim_ICE @djmeel She’s INCREDIBLE baby 🗣 🎵
@AstronautKI Dog me either! EVERYTIME I tried to join it wasn’t allowing me too! I’m hot. 😤🤣
We Miss You More Principle Davis!!! ❤️❤️❤️ https://t.co/NPS8adadyQ
Oh my! The BIGGEST win in @nbcthewall HISTORY?? Nellie is unbelievable!! 🤯👏🏾 Can’t wait for everyone to see your story tonight. #SFG🚀 https://t.co/tpHfpkvyxt
Watching @WNBA draft! Lot of women dreams coming true. Salute and congrats to you all! 🙏🏾💪🏾👑 #StriveforGreatness🚀
@djmeel on IG Live going in! Tune in people. Jamming! IG- djmeel
#JamesGang👑 😁🤷🏾‍♂️ https://t.co/M5ScgQQsiZ
"@BrysonAdair @AstronautKI Not one lie told here!! 100,00%"
I’ve heard I’m good with the assist. So I could help out 🤷🏾‍♂️.I mean you do know what today is right???? Taco TUEESSSSSDAY!! 🗣 https://t.co/vRxsxLhax1
In a lil over 15 mins we’ll be LIVE on IPS IG page. Tune in https://t.co/I3fwzp8fVC
"Man WHAT??!!! 🤣🤣🤣🤣. No disrespect to those lady Gamecocks and their hoopers cause they can ball but THAT Lady Vols team would SMASH damn near any team. Now if you put them vs Lady Huskies(Bird,DT, Maya, B. Stewart, Lobo) now we talking. And yes I know they ain’t in the SEC🤷🏾‍♂️ https://t.co/eRIm4uZC6l"
#LakerNation I miss y’all so so much and putting on that uniform every night along with my brothers!!! 💜💛💜💛💜💛💜💛👑 https://t.co/Go6Ywx3hSP
🙏🏾❤️❤️❤️❤️❤️❤️❤️ @IPROMISESchool https://t.co/n6zZgOW7nm
Family 2 STRONG!! 💪🏾💪🏾🚀🚀🚀🚀 https://t.co/3XTxfYqayU
TikTok/kids + me = me looking like a damn fool! 🤣🤣🤣🤣🤣🤦🏾‍♂️🤦🏾‍♂️🤷🏾‍♂️
Thinking about maybe sitting down and breaking down some of my most memorable games and moments in my career. Maybe IG Live it or just film it and hold on to it for another time. 🤔
April 19th can’t come fast enough. I CAN NOT WAIT!! 🗣Yessir!🍿 #LastDance
@BJwhite @mavcarter @ErnieRamos32 @RichPaul4 So many bro! Man But more Miami nights to come. Ain’t nothing changed but the tail # on the plane and that’s gone be the same soon. 🤣🤷🏾‍♂️
@BJwhite 🤣🤣🤣🤣🤣🤣🤣
@BJwhite You just a rebel without a cause! Lol. It’s a good doc bro! 🐅 👑
"Was so looking forward to being back in Cleveland tonight playing in front of my family, friends and fans I spent 11 years of my career with. Always a special place in my heart! Until next time! #ThekidfromAKRON🤴🏾 #StaySafe🙏🏾"
Today is #AirMaxDay!! I’m definitely putting on a few of my favorites I have and walking around the crib throughout the day! 👟✔️
❤️❤️❤️❤️❤️❤️❤️❤️ https://t.co/LprgGT1TYn
@JoynerLucas You a Monster homie!!! This is 🔥🔥🔥🔥🔥🔥 https://t.co/TBg1AwO5lp
If y’all in need of some great tunes and vibes right now go check my guy @djmeel IG LIVE out right now! He going in!
@common @octaviaspencer @TiffanyHaddish @mavcarter Thank you brother!!!! Means a lot 🙏🏾
@common @octaviaspencer Let me know what you think when you done with it! 🙏🏾 #SelfMadeNetflix
I turned and looked at the TV and she was watching #SelfMadeNetflix Madam C.J. Walker story! We both shared a giant smile to each other and I said thank you mama! @SpringHillEnt
"I was headed upstairs to my room to shower post workout and my mother in-law stopped me before I could turn the corner. She said “Come here”, I thought I was in trouble or something. Haha! 🤷🏾‍♂️. See said “this is beautiful, the costumes, the performance, this show is great”....."
❤️❤️❤️❤️❤️❤️ https://t.co/2XzzvMVus8
@KendrickPerkins That’s light my brother!! Let’s GOOOOOOOOO!! 🔒 In. 🙏🏾💪🏾👑
Appreciate it homie!! 🙏🏾 https://t.co/fJYVaBKa5v
"DAMN, I really miss sports!!!!! 😢 https://t.co/6i0XNIL3dD"
